,Unnamed: 0,city,date,fare,ride_id,driver_count,type
29,29,South Latoya,2019-01-11 18:44,27.41,8660000000000,10,Urban
30,30,New Paulville,2019-03-18 22:54,25.05,5030000000000,44,Urban
31,31,Grahamburgh,2019-01-15 11:44,40.69,307000000000,61,Urban
32,32,Port Frank,2019-02-02 14:14,41.47,6750000000000,23,Urban
33,33,East Kaylahaven,2019-02-28 4:13,25.96,3660000000000,65,Urban
34,34,Rodneyfort,2019-02-03 0:48,44.86,2330000000000,34,Urban
35,35,South Karenland,2019-02-12 6:52,36.01,4020000000000,4,Urban
36,36,West Robert,2019-02-15 4:21,12.28,1440000000000,39,Urban
37,37,North Markport,2019-02-18 8:17,38.09,925000000000,22,Urban
38,38,Williamsview,2019-03-12 6:47,8.35,1940000000000,46,Urban
39,39,Richardfort,2019-02-24 8:40,13.93,5630000000000,38,Urban
40,40,New Kimberlyborough,2019-03-14 16:47,27.9,6750000000000,33,Urban
41,41,Reynoldsfurt,2019-03-25 14:33,34.06,6600000000000,67,Urban
42,42,South Karenland,2019-05-08 2:31,41.33,5690000000000,4,Urban
43,43,Rodneyfort,2019-04-25 20:57,21.7,8530000000000,34,Urban
44,44,Justinberg,2019-04-23 8:59,14.65,9880000000000,39,Urban
45,45,West Josephberg,2019-03-05 3:27,12.91,103000000000,45,Urban
46,46,South Karenland,2019-03-03 14:48,37.3,4100000000000,4,Urban
47,47,Leahton,2019-05-05 10:34,17.05,5850000000000,17,Urban
48,48,Martinezhaven,2019-03-19 15:31,5.3,264000000000,25,Urban
49,49,North Jason,2019-03-03 2:13,28.02,2670000000000,6,Urban
50,50,Jerryton,2019-03-03 17:50,28.08,6000000000000,64,Urban
51,51,Lake Scottton,2019-02-18 9:22,25.02,3910000000000,58,Urban
52,52,South Evanton,2019-02-14 5:55,42.5,9950000000000,11,Urban
53,53,Rogerston,2019-05-08 1:54,32.69,1640000000000,25,Urban
54,54,West Samuelburgh,2019-05-02 13:55,38.77,2930000000000,73,Urban
55,55,West Ericstad,2019-04-24 3:20,7.31,4290000000000,25,Urban
56,56,New Paulville,2019-03-10 10:45,4.43,1210000000000,44,Urban
57,57,Hurleymouth,2019-05-04 21:50,21.44,4040000000000,36,Urban
58,58,West Samuelburgh,2019-03-03 3:17,25.17,1780000000000,73,Urban
59,59,Joneschester,2019-03-01 18:48,34.71,3340000000000,39,Urban
60,60,New Paulville,2019-04-03 7:51,32.7,9560000000000,44,Urban
61,61,Simpsonburgh,2019-01-19 23:06,15.83,233000000000,21,Urban
62,62,Port Angela,2019-04-17 6:23,16.34,7120000000000,67,Urban
63,63,West Ericstad,2019-04-04 13:03,28.52,6430000000000,25,Urban
64,64,New Kimberlyborough,2019-03-16 1:38,17.19,2770000000000,33,Urban
65,65,Joneschester,2019-01-30 17:41,36.78,1660000000000,39,Urban
66,66,North Markport,2019-04-26 4:45,44.37,1630000000000,22,Urban
67,67,Hurleymouth,2019-03-22 11:19,32.85,8450000000000,36,Urban
68,68,Barajasview,2019-01-15 2:59,19.52,8270000000000,26,Urban
69,69,Grahamburgh,2019-04-06 13:48,23.87,1470000000000,61,Urban
70,70,South Michelleport,2019-03-02 9:54,33.12,814000000000,72,Urban
71,71,Loganberg,2019-01-07 19:02,16.26,9050000000000,23,Urban
72,72,West Christopherberg,2019-03-18 17:14,12.64,1060000000000,32,Urban
73,73,Rogerston,2019-02-23 19:13,14.04,7650000000000,25,Urban
74,74,Huntermouth,2019-02-24 7:57,39.12,928000000000,37,Urban
75,75,New Jacobville,2019-02-09 2:17,7.11,3860000000000,50,Urban
76,76,Lake Jonathanshire,2019-04-07 20:51,31.25,4440000000000,5,Urban
77,77,Port David,2019-03-17 14:42,33.11,1030000000000,7,Urban
78,78,Martinezhaven,2019-02-20 19:32,13.34,2760000000000,25,Urban
79,79,Port Frank,2019-04-19 19:35,26.47,6720000000000,23,Urban
80,80,Valentineton,2019-03-02 14:44,39.77,6770000000000,45,Urban
81,81,Hurleymouth,2019-03-03 11:28,36.31,167000000000,36,Urban
82,82,Carriemouth,2019-02-25 8:26,32.37,6920000000000,52,Urban
83,83,Port Samanthamouth,2019-04-16 18:34,9.2,8710000000000,57,Urban
84,84,Williamsstad,2019-01-23 17:51,19.62,126000000000,59,Urban
85,85,Royland,2019-01-07 2:23,24.5,3620000000000,64,Urban
86,86,New Jacobville,2019-01-05 5:02,34.11,2830000000000,50,Urban
87,87,Roberthaven,2019-03-06 22:56,12.38,3370000000000,47,Urban
88,88,South Evanton,2019-01-07 18:47,43.61,9120000000000,11,Urban
89,89,New Paulton,2019-05-03 12:09,21.67,9090000000000,44,Urban
90,90,Karenberg,2019-03-11 17:26,36.15,7800000000000,22,Urban
91,91,Rodneyfort,2019-01-30 12:34,16.99,5780000000000,34,Urban
92,92,East Kaylahaven,2019-04-04 2:35,23.18,57422927996,65,Urban
93,93,Huntermouth,2019-02-19 3:19,7.05,1620000000000,37,Urban
94,94,Barajasview,2019-01-23 13:23,37.68,4110000000000,26,Urban
95,95,Williamsstad,2019-03-29 21:43,35.58,4750000000000,59,Urban
96,96,North Jason,2019-03-08 20:06,25.21,3180000000000,6,Urban
97,97,Christopherfurt,2019-04-17 2:25,23.3,7820000000000,41,Urban
98,98,Liumouth,2019-01-11 17:15,36.78,1460000000000,69,Urban
99,99,Johnton,2019-01-17 2:12,32.19,8530000000000,27,Urban
100,100,West Angela,2019-03-08 1:08,41.06,6200000000000,48,Urban
101,101,Jerryton,2019-01-04 16:38,37.2,5640000000000,64,Urban
102,102,Erikaland,2019-02-18 7:47,20.62,3290000000000,37,Urban
103,103,North Jason,2019-02-07 7:27,20.0,474000000000,6,Urban
104,104,Lake Scottton,2019-05-05 11:21,18.77,405000000000,58,Urban
105,105,Simpsonburgh,2019-03-22 8:56,22.05,3500000000000,21,Urban
106,106,Raymondhaven,2019-03-12 6:59,16.98,6450000000000,11,Urban
107,107,West Robert,2019-04-05 3:18,44.58,4250000000000,39,Urban
108,108,North Jason,2019-03-18 10:10,6.41,2870000000000,6,Urban
109,109,Port Samanthamouth,2019-01-23 9:08,35.51,3120000000000,57,Urban
110,110,West Robert,2019-01-21 17:21,27.11,1370000000000,39,Urban
111,111,Jerryton,2019-01-05 15:36,37.91,1590000000000,64,Urban
112,112,Port Samanthamouth,2019-02-03 7:07,18.03,9290000000000,57,Urban
113,113,Liumouth,2019-01-15 7:55,14.55,4380000000000,69,Urban
114,114,West Heidi,2019-04-03 3:16,24.76,1820000000000,28,Urban
115,115,Loganberg,2019-01-21 16:26,22.86,1950000000000,23,Urban
116,116,Grahamburgh,2019-02-17 9:54,30.25,4050000000000,61,Urban
117,117,Raymondhaven,2019-05-06 23:22,25.76,8720000000000,11,Urban
118,118,Karenside,2019-01-25 15:35,14.52,2650000000000,5,Urban
119,119,Port Frank,2019-04-06 21:38,18.08,5470000000000,23,Urban
120,120,Leahton,2019-04-02 17:39,22.76,5810000000000,17,Urban
121,121,Port Samanthamouth,2019-04-22 3:32,29.67,3150000000000,57,Urban
122,122,Jerryton,2019-04-13 21:47,32.08,8500000000000,64,Urban
123,123,West Patrickchester,2019-03-07 15:47,23.66,3070000000000,25,Urban
124,124,West Samuelburgh,2019-03-03 16:07,27.48,101000000000,73,Urban
125,125,North Markport,2019-03-31 13:58,29.41,3090000000000,22,Urban
126,126,West Angela,2019-03-10 11:23,27.1,1370000000000,48,Urban
127,127,Grahamburgh,2019-03-12 2:44,22.97,4900000000000,61,Urban
128,128,South Michelleport,2019-01-08 9:38,23.77,4920000000000,72,Urban
129,129,East Kaylahaven,2019-04-02 7:05,9.67,2090000000000,65,Urban
130,130,South Karenland,2019-04-22 21:37,22.86,6730000000000,4,Urban
131,131,Lake Danielberg,2019-02-24 12:05,9.63,9150000000000,19,Urban
132,132,Justinberg,2019-04-26 8:41,8.83,1820000000000,39,Urban
133,133,Karenberg,2019-04-29 20:54,28.41,9050000000000,22,Urban
134,134,South Phillip,2019-02-09 16:46,7.89,3200000000000,38,Urban
135,135,North Madeline,2019-04-05 18:23,29.69,241000000000,19,Urban
136,136,New Kimberlyborough,2019-05-01 13:56,22.59,9250000000000,33,Urban
137,137,South Jack,2019-04-24 19:33,38.04,2200000000000,46,Urban
138,138,Erikaland,2019-03-11 2:19,27.39,132000000000,37,Urban
139,139,New Paulville,2019-03-27 2:18,7.29,7050000000000,44,Urban
140,140,Hurleymouth,2019-03-26 20:22,41.15,4710000000000,36,Urban
141,141,Liumouth,2019-04-12 3:38,43.34,7860000000000,69,Urban
142,142,Deanville,2019-05-01 21:53,8.28,593000000000,49,Urban
143,143,Karenside,2019-04-02 19:22,41.93,4090000000000,5,Urban
144,144,West Angela,2019-01-30 18:08,19.13,2080000000000,48,Urban
145,145,Liumouth,2019-02-01 20:17,24.81,5470000000000,69,Urban
146,146,Jerryton,2019-03-27 12:48,13.29,8960000000000,64,Urban
147,147,South Phillip,2019-05-04 9:10,28.3,8700000000000,38,Urban
148,148,Port Johnbury,2019-04-27 16:22,25.67,2750000000000,3,Urban
149,149,Raymondhaven,2019-02-08 23:57,5.7,3930000000000,11,Urban
150,150,Port David,2019-03-07 18:37,42.04,9910000000000,7,Urban
151,151,Robertport,2019-03-06 9:51,6.73,9680000000000,12,Urban
152,152,Loganberg,2019-03-16 11:46,23.99,9490000000000,23,Urban
153,153,Karenside,2019-04-19 10:17,36.01,1320000000000,5,Urban
154,154,Lake Jonathanshire,2019-03-09 23:45,19.89,2390000000000,5,Urban
155,155,Pattyland,2019-01-30 12:35,8.57,4690000000000,59,Urban
156,156,West Robert,2019-04-13 6:56,32.94,9600000000000,39,Urban
157,157,Justinberg,2019-04-12 5:27,17.03,8370000000000,39,Urban
158,158,West Josephberg,2019-02-09 14:07,4.42,8300000000000,45,Urban
159,159,North Markport,2019-01-21 11:49,27.68,4560000000000,22,Urban
160,160,Williamsview,2019-01-09 15:24,44.46,2200000000000,46,Urban
161,161,Raymondhaven,2019-02-01 5:51,13.86,8720000000000,11,Urban
162,162,South Latoya,2019-02-12 16:32,30.22,7390000000000,10,Urban
163,163,Deanville,2019-03-29 4:07,5.32,2610000000000,49,Urban
164,164,Amandaburgh,2019-03-05 2:15,26.28,907000000000,12,Urban
165,165,Jerryton,2019-01-27 14:46,29.08,6160000000000,64,Urban
166,166,Deanville,2019-03-24 0:26,30.55,5280000000000,49,Urban
167,167,West Anthony,2019-01-23 12:32,23.24,597000000000,70,Urban
168,168,West Anthony,2019-02-24 6:14,39.2,8490000000000,70,Urban
169,169,West Heidi,2019-03-30 10:46,22.41,1710000000000,28,Urban
170,170,Royland,2019-01-01 3:46,7.57,5820000000000,64,Urban
171,171,South Latoya,2019-03-02 6:06,10.35,338000000000,10,Urban
172,172,Johnton,2019-01-08 17:33,43.75,195000000000,27,Urban
173,173,West Angela,2019-01-30 18:46,32.31,7290000000000,48,Urban
174,174,Rodneyfort,2019-01-08 0:29,29.4,1180000000000,34,Urban
175,175,Royland,2019-01-02 20:08,10.19,668000000000,64,Urban
176,176,New Paulville,2019-01-31 5:32,20.8,1090000000000,44,Urban
177,177,Huntermouth,2019-04-09 20:23,35.11,3010000000000,37,Urban
178,178,New Paulville,2019-01-30 15:21,7.02,8500000000000,44,Urban
179,179,Justinberg,2019-05-03 2:49,36.06,930000000000,39,Urban
180,180,Port Angela,2019-03-31 15:22,30.77,662000000000,67,Urban
181,181,Port Angela,2019-04-09 14:34,11.9,7010000000000,67,Urban
182,182,Christopherfurt,2019-01-05 22:21,33.51,1900000000000,41,Urban
183,183,South Michelleport,2019-04-22 3:15,43.62,4660000000000,72,Urban
184,184,Williamsstad,2019-02-13 20:07,33.72,3800000000000,59,Urban
185,185,Lake Jonathanshire,2019-04-07 18:09,24.28,7800000000000,5,Urban
186,186,Robertport,2019-03-20 19:11,20.21,9630000000000,12,Urban
187,187,Port Angela,2019-02-08 16:30,30.38,5170000000000,67,Urban
188,188,Barajasview,2019-02-08 18:07,24.49,2610000000000,26,Urban
189,189,South Evanton,2019-01-24 7:08,17.83,3000000000000,11,Urban
190,190,Lake Danielberg,2019-02-13 11:01,43.96,100000000000,19,Urban
191,191,Royland,2019-04-19 0:05,25.4,9850000000000,64,Urban
192,192,Rodneyfort,2019-02-08 7:35,30.02,2500000000000,34,Urban
193,193,East Kaylahaven,2019-01-17 10:15,40.82,6340000000000,65,Urban
194,194,West Christopherberg,2019-01-17 14:30,9.04,5150000000000,32,Urban
195,195,New Jacobville,2019-01-15 15:27,27.24,3810000000000,50,Urban
196,196,Lake Jonathanshire,2019-01-02 14:14,13.89,424000000000,5,Urban
197,197,Port Samanthamouth,2019-04-25 9:50,25.5,1170000000000,57,Urban
198,198,West Heidi,2019-03-26 9:45,22.33,826000000000,28,Urban
199,199,Karenside,2019-04-14 5:11,13.13,3660000000000,5,Urban
200,200,Valentineton,2019-02-01 14:11,9.68,2130000000000,45,Urban
201,201,Raymondhaven,2019-02-23 11:13,4.24,294000000000,11,Urban
202,202,Carriemouth,2019-03-11 21:35,16.78,1520000000000,52,Urban
203,203,West Josephberg,2019-01-16 16:17,7.04,2510000000000,45,Urban
204,204,Port Samanthamouth,2019-03-01 8:58,43.25,1390000000000,57,Urban
205,205,Karenberg,2019-03-30 11:38,24.64,4540000000000,22,Urban
206,206,New Paulton,2019-03-10 1:07,28.0,1070000000000,44,Urban
207,207,Joneschester,2019-02-07 18:36,6.34,2610000000000,39,Urban
208,208,North Jasmine,2019-02-08 19:03,4.86,1280000000000,33,Urban
209,209,Valentineton,2019-02-27 0:40,25.4,6150000000000,45,Urban
210,210,New Paulton,2019-02-20 16:59,24.29,7740000000000,44,Urban
211,211,South Evanton,2019-04-28 8:15,22.86,7590000000000,11,Urban
212,212,North Jasmine,2019-01-22 17:25,31.68,712000000000,33,Urban
213,213,West Anthony,2019-03-17 0:30,35.42,4560000000000,70,Urban
214,214,Jerryton,2019-04-29 2:49,41.27,903000000000,64,Urban
215,215,Grahamburgh,2019-01-09 7:00,13.55,5460000000000,61,Urban
216,216,South Jack,2019-03-30 20:21,4.2,4820000000000,46,Urban
217,217,West Christopherberg,2019-01-23 21:23,30.93,5340000000000,32,Urban
218,218,Lake Scottton,2019-03-26 0:49,9.79,1830000000000,58,Urban
219,219,West Patrickchester,2019-01-14 1:15,24.82,5930000000000,25,Urban
220,220,Royland,2019-01-17 14:08,27.92,3150000000000,64,Urban
221,221,South Karenland,2019-02-14 14:00,39.53,2860000000000,4,Urban
222,222,Erikaland,2019-03-27 13:11,36.52,2200000000000,37,Urban
223,223,Rodneyfort,2019-03-20 10:40,42.57,6350000000000,34,Urban
224,224,Williamsstad,2019-05-01 1:26,26.81,4540000000000,59,Urban
225,225,Richardfort,2019-02-13 12:46,14.0,910000000000,38,Urban
226,226,West Ericstad,2019-01-25 12:29,20.03,3280000000000,25,Urban
227,227,Grahamburgh,2019-03-05 5:39,4.33,804000000000,61,Urban
228,228,North Barbara,2019-05-04 2:33,24.09,9280000000000,18,Urban
229,229,West Robert,2019-01-04 6:10,35.35,9550000000000,39,Urban
230,230,Justinberg,2019-03-14 10:46,36.32,6770000000000,39,Urban
231,231,South Michelleport,2019-03-03 16:13,41.62,2340000000000,72,Urban
232,232,North Jasmine,2019-02-22 1:56,25.33,1320000000000,33,Urban
233,233,Barajasview,2019-03-01 11:06,28.25,7230000000000,26,Urban
234,234,Carriemouth,2019-04-04 13:22,12.91,4280000000000,52,Urban
235,235,Amandaburgh,2019-02-24 23:10,43.66,6570000000000,12,Urban
236,236,Johnton,2019-03-27 0:10,18.89,3630000000000,27,Urban
237,237,Port Angela,2019-03-04 3:26,40.35,4930000000000,67,Urban
238,238,Rodneyfort,2019-05-06 22:21,27.16,3770000000000,34,Urban
239,239,Amandaburgh,2019-02-10 20:42,36.17,6460000000000,12,Urban
240,240,North Madeline,2019-02-25 4:32,13.58,4930000000000,19,Urban
241,241,West Angela,2019-03-01 11:13,30.3,9670000000000,48,Urban
242,242,Joneschester,2019-01-03 5:45,25.47,5540000000000,39,Urban
243,243,Joneschester,2019-01-03 1:03,17.97,5440000000000,39,Urban
244,244,South Phillip,2019-01-29 11:26,35.23,7420000000000,38,Urban
245,245,Liumouth,2019-03-30 3:13,4.66,3160000000000,69,Urban
246,246,West Anthony,2019-01-10 2:31,32.34,1480000000000,70,Urban
247,247,North Jason,2019-02-26 11:57,13.88,2490000000000,6,Urban
248,248,North Jason,2019-03-21 9:45,10.42,6600000000000,6,Urban
249,249,Carriemouth,2019-04-28 14:28,11.46,6990000000000,52,Urban
250,250,Huntermouth,2019-05-04 15:20,36.77,7190000000000,37,Urban
251,251,South Phillip,2019-04-18 6:03,39.95,9720000000000,38,Urban
252,252,South Jack,2019-02-01 22:32,28.37,3370000000000,46,Urban
253,253,Port Johnbury,2019-05-05 6:26,25.3,2540000000000,3,Urban
254,254,South Phillip,2019-05-06 5:05,43.43,2440000000000,38,Urban
255,255,North Jasmine,2019-04-10 11:45,38.24,2960000000000,33,Urban
256,256,South Michelleport,2019-01-27 19:38,15.45,7470000000000,72,Urban
257,257,North Madeline,2019-04-07 8:54,32.99,1820000000000,19,Urban
258,258,Christopherfurt,2019-02-24 2:56,40.33,9580000000000,41,Urban
259,259,Williamsstad,2019-02-23 17:42,4.68,9110000000000,59,Urban
260,260,Martinezhaven,2019-04-18 1:40,34.7,2020000000000,25,Urban
261,261,Simpsonburgh,2019-04-03 8:47,4.74,8560000000000,21,Urban
262,262,New Jacobville,2019-02-04 4:57,27.63,4330000000000,50,Urban
263,263,South Karenland,2019-02-12 3:42,5.78,8890000000000,4,Urban
264,264,Royland,2019-01-27 1:01,24.56,9660000000000,64,Urban
265,265,Karenside,2019-01-22 13:11,24.72,5330000000000,5,Urban
266,266,West Robert,2019-05-05 5:18,10.15,9390000000000,39,Urban
267,267,Port Samanthamouth,2019-04-27 8:48,12.84,5660000000000,57,Urban
268,268,West Samuelburgh,2019-03-07 1:51,14.55,7160000000000,73,Urban
269,269,New Kimberlyborough,2019-03-29 20:35,42.51,8300000000000,33,Urban
270,270,Port David,2019-03-27 11:56,15.64,5340000000000,7,Urban
271,271,Karenside,2019-03-18 12:48,36.96,7610000000000,5,Urban
272,272,New Paulton,2019-02-08 17:11,39.65,8510000000000,44,Urban
273,273,West Ericstad,2019-01-08 9:03,32.99,6690000000000,25,Urban
274,274,Port Johnbury,2019-03-21 2:20,32.8,5450000000000,3,Urban
275,275,Port Samanthamouth,2019-03-27 0:31,16.05,1410000000000,57,Urban
276,276,Port Frank,2019-01-08 23:51,42.13,2100000000000,23,Urban
277,277,Lake Jonathanshire,2019-04-06 11:30,16.84,6160000000000,5,Urban
278,278,West Angela,2019-02-05 18:53,36.37,7830000000000,48,Urban
279,279,Port Samanthamouth,2019-03-27 1:08,21.46,9990000000000,57,Urban
280,280,North Madeline,2019-03-04 17:20,21.38,9540000000000,19,Urban
281,281,Williamsview,2019-01-15 0:10,44.33,4630000000000,46,Urban
282,282,Grahamburgh,2019-02-21 6:55,22.65,816000000000,61,Urban
283,283,South Evanton,2019-03-06 3:56,30.87,5810000000000,11,Urban
284,284,Loganberg,2019-03-27 13:32,4.72,6120000000000,23,Urban
285,285,Carriemouth,2019-02-21 16:38,44.18,4530000000000,52,Urban
286,286,Port David,2019-01-02 11:51,7.45,6150000000000,7,Urban
287,287,West Heidi,2019-01-30 12:59,30.84,8940000000000,28,Urban
288,288,Williamsstad,2019-03-05 2:33,25.02,1310000000000,59,Urban
289,289,North Barbara,2019-02-04 8:12,42.59,4970000000000,18,Urban
290,290,Lake Danielberg,2019-03-17 19:23,10.18,4710000000000,19,Urban
291,291,North Markport,2019-04-13 7:37,20.09,4310000000000,22,Urban
292,292,Port Angela,2019-05-02 4:14,35.76,7950000000000,67,Urban
293,293,Port Samanthamouth,2019-03-15 15:08,25.97,7730000000000,57,Urban
294,294,West Angela,2019-05-03 9:04,24.07,7810000000000,48,Urban
295,295,Leahton,2019-02-21 20:37,24.13,6760000000000,17,Urban
296,296,North Markport,2019-04-28 4:34,40.46,2570000000000,22,Urban
297,297,Karenside,2019-03-09 3:50,40.86,1760000000000,5,Urban
298,298,Jerryton,2019-01-07 12:05,7.86,707000000000,64,Urban
299,299,South Michelleport,2019-04-14 1:20,37.93,1530000000000,72,Urban
300,300,Valentineton,2019-03-25 20:45,22.53,2340000000000,45,Urban
301,301,East Kaylahaven,2019-04-09 16:57,10.03,8040000000000,65,Urban
302,302,Erikaland,2019-04-13 12:26,25.22,4850000000000,37,Urban
303,303,West Christopherberg,2019-01-08 8:25,37.78,8770000000000,32,Urban
304,304,Pattyland,2019-02-01 22:43,32.03,2850000000000,59,Urban
305,305,Deanville,2019-02-08 23:33,21.22,4790000000000,49,Urban
306,306,West Christopherberg,2019-03-21 0:14,43.87,5090000000000,32,Urban
307,307,Justinberg,2019-03-23 6:28,30.58,3500000000000,39,Urban
308,308,Lake Danielberg,2019-02-24 19:34,34.82,2440000000000,19,Urban
309,309,Port Samanthamouth,2019-01-30 1:19,38.78,6120000000000,57,Urban
310,310,Lake Danielberg,2019-02-28 15:08,44.96,6320000000000,19,Urban
311,311,Deanville,2019-04-15 1:36,24.3,1070000000000,49,Urban
312,312,Pattyland,2019-02-15 15:13,44.03,1560000000000,59,Urban
313,313,Karenside,2019-01-27 8:52,7.65,473000000000,5,Urban
314,314,Port Angela,2019-04-22 16:43,7.91,6770000000000,67,Urban
315,315,West Angela,2019-04-14 18:40,32.77,5000000000000,48,Urban
316,316,South Karenland,2019-03-26 6:12,35.5,1480000000000,4,Urban
317,317,New Jacobville,2019-02-18 21:09,39.97,8030000000000,50,Urban
318,318,Roberthaven,2019-03-14 16:12,36.84,4120000000000,47,Urban
319,319,Lake Scottton,2019-04-24 11:54,5.31,9670000000000,58,Urban
320,320,Amandaburgh,2019-01-11 2:22,29.24,7280000000000,12,Urban
321,321,Reynoldsfurt,2019-05-05 17:38,14.95,1400000000000,67,Urban
322,322,West Patrickchester,2019-02-09 5:54,16.1,9110000000000,25,Urban
323,323,Christopherfurt,2019-04-13 8:29,37.22,3290000000000,41,Urban
324,324,South Evanton,2019-04-27 0:58,27.78,9380000000000,11,Urban
325,325,Lake Scottton,2019-02-07 5:08,10.76,4200000000000,58,Urban
326,326,Roberthaven,2019-03-14 15:24,35.27,4030000000000,47,Urban
327,327,Rodneyfort,2019-03-04 15:13,28.69,276000000000,34,Urban
328,328,West Josephberg,2019-02-17 6:28,41.49,2820000000000,45,Urban
329,329,Lake Jonathanshire,2019-03-21 0:18,37.95,8350000000000,5,Urban
330,330,Simpsonburgh,2019-02-05 16:02,25.58,2040000000000,21,Urban
331,331,West Heidi,2019-03-19 3:15,5.65,2470000000000,28,Urban
332,332,North Barbara,2019-03-23 20:59,23.76,5550000000000,18,Urban
333,333,North Jasmine,2019-03-11 21:03,37.93,4220000000000,33,Urban
334,334,West Gabriel,2019-04-29 1:22,36.7,4100000000000,57,Urban
335,335,Liumouth,2019-04-14 6:43,31.63,6170000000000,69,Urban
336,336,Carriemouth,2019-03-02 15:40,28.04,5140000000000,52,Urban
337,337,West Robert,2019-03-24 15:21,34.9,9470000000000,39,Urban
338,338,North Jasmine,2019-05-02 10:24,29.86,3200000000000,33,Urban
339,339,Carriemouth,2019-03-21 15:40,44.64,9560000000000,52,Urban
340,340,Lake Scottton,2019-02-15 6:49,22.75,8380000000000,58,Urban
341,341,North Madeline,2019-04-12 13:57,7.77,9270000000000,19,Urban
342,342,Lake Danielberg,2019-01-07 9:41,17.39,4360000000000,19,Urban
343,343,North Madeline,2019-04-30 16:02,37.48,2510000000000,19,Urban
344,344,Port David,2019-01-07 20:03,20.49,5850000000000,7,Urban
345,345,Royland,2019-02-11 3:46,30.41,7200000000000,64,Urban
346,346,West Samuelburgh,2019-02-20 1:05,19.65,6620000000000,73,Urban
347,347,West Angela,2019-03-18 12:08,34.05,5330000000000,48,Urban
348,348,West Patrickchester,2019-03-06 4:19,32.37,3680000000000,25,Urban
349,349,Port Frank,2019-02-05 10:34,20.1,4440000000000,23,Urban
350,350,New Kimberlyborough,2019-02-09 5:48,39.55,6010000000000,33,Urban
351,351,Justinberg,2019-04-20 7:37,29.07,210000000000,39,Urban
352,352,West Angela,2019-04-18 12:07,16.18,5770000000000,48,Urban
353,353,Justinberg,2019-03-10 9:19,37.89,5560000000000,39,Urban
354,354,Valentineton,2019-01-10 17:29,19.91,775000000000,45,Urban
355,355,Williamsview,2019-04-07 0:32,18.92,23948941587,46,Urban
356,356,South Jack,2019-01-31 2:51,21.75,6970000000000,46,Urban
357,357,Port Frank,2019-02-18 18:49,39.06,7300000000000,23,Urban
358,358,Leahton,2019-02-13 11:40,16.79,4740000000000,17,Urban
359,359,South Michelleport,2019-02-22 7:44,22.52,8520000000000,72,Urban
360,360,South Karenland,2019-04-25 14:44,24.86,1310000000000,4,Urban
361,361,Richardfort,2019-02-16 13:52,17.92,821000000000,38,Urban
362,362,Williamsstad,2019-04-16 23:07,23.12,969000000000,59,Urban
363,363,South Michelleport,2019-02-12 7:41,27.7,5580000000000,72,Urban
364,364,West Patrickchester,2019-04-13 19:49,33.33,1830000000000,25,Urban
365,365,Martinezhaven,2019-04-18 18:37,5.81,2120000000000,25,Urban
366,366,North Jason,2019-01-23 22:51,21.95,6700000000000,6,Urban
367,367,North Jason,2019-04-18 12:19,22.42,4930000000000,6,Urban
368,368,Lake Scottton,2019-05-03 22:33,9.01,1290000000000,58,Urban
369,369,West Christopherberg,2019-03-01 21:33,11.97,6420000000000,32,Urban
